start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,PHQ8_Score,participant_ID
0 days,0 days 00:07:22.640272109,26.73044,0.13796175,25.204454,26.670977,28.56722,3.3627663,260.2037,479.30884,118.05462,262.91928,0.14538619,0.7056485,0.055809785,0.12323796,0.22408415,0.16827437,1.9953934,1.256508,1.585087,1.2064829,0.034762274,1.0396953,36.33122,0.4026615,-5.9378777,-2.155244,13.77532,1.1872153,-11.822197,-1.1978277,0.020454157,2.5773492,0.91341764,1.0813235,6.033867,0.6615619,1.4961337,5.04314,26.046545,0.3455529,487.95425,0.37591985,1297.7379,0.1761808,-67.11031,-1.4140564,1485.9753,0.17496864,975.39905,0.31451422,-75.29118,-1.1643503,2533.1973,0.1053863,900.0674,0.41873226,-80.65337,-1.0372207,-15.907801,-0.4246668,27.224781,0.2799267,0.123181865,0.1935394,-0.0250674,-0.58587694,0.043305397,0.89796495,43.34006,0.18762057,-6.44708,-1.9392629,14.598187,1.2243185,-13.68391,-1.0744156,-8.252053,17.25008,0.09579055,-0.008466442,0.018981345,2.6833024,2.2646978,0.27223,0.25190458,0.14167166,0.21129291,-41.68976,1.0,447
0 days,0 days 00:13:15.010158730,26.854048,0.14635934,24.073965,26.309078,28.99527,4.9213047,203.19142,365.05634,110.33645,227.58893,0.13681115,0.7580773,0.053236328,0.11203789,0.20515917,0.15192285,2.0801308,1.5682718,1.4888783,1.331103,0.033085763,1.2057918,37.45463,0.39582568,-7.372286,-1.9589772,6.7920036,2.754563,-4.2459526,-3.2549195,0.026113864,2.2650177,1.0620161,0.9660257,5.336905,0.73668253,5.841488,1.4336972,27.211979,0.3919537,546.333,0.31643364,1385.7556,0.14082503,-77.34401,-1.2344263,1540.2667,0.15976791,1027.0002,0.32227597,-83.9106,-1.0620961,2525.6904,0.100817576,887.58984,0.3883581,-89.48768,-0.946623,-15.412375,-0.5029161,27.331566,0.34251624,0.10723471,0.24528565,-0.024127217,-0.66398907,0.042861525,0.99087983,45.48658,0.18049055,-5.8721285,-2.3891032,5.5433173,3.8344092,-4.072791,-3.4790115,-7.012575,15.921577,0.093348734,-0.005902716,0.01815058,1.6439737,1.2607956,0.25201,0.21588391,0.14583999,0.15532388,-41.97737,18.0,448
0 days,0 days 00:12:04.610022676,28.578957,0.1030243,26.995623,28.392418,30.171389,3.175766,200.83807,305.23013,60.543774,146.11365,0.1617001,0.71354884,0.060056236,0.13664454,0.2526267,0.19257045,2.720496,1.5805645,2.1862123,1.4820846,0.04063458,0.97213894,40.363014,0.34673637,-7.753184,-1.7269531,9.108592,1.7420082,-6.9920115,-1.6554817,0.020625945,2.2480185,1.1065186,1.0181326,6.478531,0.56925327,2.740645,2.1709301,28.044168,0.32808864,549.62604,0.3166946,1398.0151,0.14470707,-58.41995,-1.4894826,1528.4585,0.15204562,1012.1874,0.28968644,-66.056335,-1.226776,2569.0295,0.09967934,901.4954,0.38169348,-73.6022,-1.0360527,-14.570299,-0.4741538,27.408226,0.31123662,0.12218155,0.18955423,-0.023931844,-0.57515997,0.0481439,0.8513002,46.362114,0.19098508,-8.765853,-1.5268098,7.9382668,2.1522686,-7.48335,-1.6119908,-9.289668,18.555416,0.09493619,-0.010673498,0.022595,3.0444286,1.3833172,0.21620001,0.16455196,0.09295,0.10602457,-41.347187,2.0,449
0 days,0 days 00:10:36.250158730,28.784973,0.15309842,27.051962,28.838066,31.139898,4.0879364,328.85806,509.54004,99.5473,223.3785,0.14317052,0.91100883,0.03732051,0.103263974,0.23085299,0.19353248,2.5077813,1.6727077,1.9354975,1.761617,0.036700934,1.2970483,33.217205,0.49772018,-4.9820004,-2.6821291,7.0762887,2.366699,-9.65829,-1.375372,0.025768736,2.5699413,1.0192817,1.0434833,5.992022,0.73918426,1.2743967,4.8258696,25.321672,0.42338488,541.4469,0.30869725,1352.5267,0.17251872,-88.169495,-1.1053561,1540.8013,0.1561813,987.15063,0.38437635,-94.238464,-0.96108407,2553.3787,0.108908854,909.5386,0.4688267,-99.24486,-0.868365,-13.811754,-0.5478707,25.743181,0.38776657,0.12383803,0.18572019,-0.025042092,-0.61081356,0.052779283,1.0235603,42.611256,0.23677714,-6.637024,-2.0645852,7.2822733,2.6410809,-12.435193,-1.1668183,-7.7055078,16.159004,0.09669116,-0.010542757,0.015957773,2.4133587,1.5754483,0.22521,0.1787042,0.18403,0.17692147,-41.27666,4.0,451
0 days,0 days 00:03:28.074965986,29.45954,0.18745005,25.822968,29.352213,33.0401,7.2171326,299.65787,368.55225,103.15823,208.30888,0.10948347,0.7704994,0.040779367,0.0860112,0.16605207,0.1252727,1.9423417,1.2816571,1.6026244,1.2021273,0.027079241,0.9720591,36.517483,0.36061996,-6.329469,-2.0698962,7.1928606,2.07195,-9.814002,-1.2215946,0.028683903,2.103858,1.237556,0.8892553,5.786991,0.8563167,4.0640073,2.2483735,26.76044,0.3998146,627.76605,0.29241413,1427.2085,0.15946569,-96.57598,-0.9833767,1594.9362,0.15132987,1074.5481,0.31692058,-101.10271,-0.8744616,2621.5552,0.10857382,851.12213,0.44459423,-105.88059,-0.79426825,-14.729705,-0.49375808,26.83983,0.32432163,0.11976958,0.19508006,-0.023359407,-0.56553626,0.03582635,0.78290915,43.787315,0.1929898,-8.512764,-1.639224,6.4802046,2.584556,-10.868035,-1.1602602,-10.897217,20.291134,0.10060974,-0.014468551,0.017020887,3.0348284,3.0838914,0.16229686,0.13612108,0.14155063,0.13126984,-46.137386,1.0,454
0 days,0 days 00:06:24.545351474,30.216913,0.1478681,27.844868,29.610245,32.987514,5.142647,194.62099,291.01846,118.08516,246.56474,0.1208406,0.82273394,0.039581124,0.092112735,0.18777268,0.14819156,1.9622519,1.2254326,1.3763517,1.0438296,0.027397966,1.1619812,37.4703,0.37989613,-8.888467,-1.7163639,6.409621,2.9336746,-4.5007076,-2.7280612,0.028116468,2.468291,0.9786452,1.1080666,6.6297665,0.7048282,3.641857,2.2508452,24.560966,0.464259,577.5558,0.32113272,1441.3789,0.1451774,-83.1901,-1.1489968,1557.9038,0.15101345,1062.2245,0.31432733,-87.84416,-1.0154234,2513.8186,0.108265415,890.4895,0.35766092,-92.66782,-0.92039514,-13.301122,-0.572577,25.380209,0.37718794,0.13070907,0.17875431,-0.02042579,-0.7272308,0.036355037,0.9778431,44.862152,0.18740918,-12.115938,-1.3048731,4.4063444,4.8112183,-5.163319,-2.45175,-10.031802,19.176126,0.10105213,-0.00963061,0.014224236,2.762863,2.606882,0.2144,0.18540241,0.14481927,0.1390604,-44.9241,1.0,455
0 days,0 days 00:07:46.735192744,29.690956,0.16152383,27.73044,30.020184,32.70449,4.9740505,330.58093,405.27344,123.11268,252.05376,0.15140331,0.7502861,0.045297116,0.13030255,0.24267204,0.19737493,2.7926204,1.5816146,2.054146,1.3830324,0.04293706,0.9722303,38.18248,0.3948877,-4.517477,-3.2394493,8.893263,1.7583674,-7.0555234,-1.7947103,0.033940095,2.3508375,1.0989684,1.128373,6.45417,0.7796089,3.0906842,3.681188,28.371748,0.47504008,644.4973,0.27356648,1396.3469,0.15556759,-78.425285,-1.1400667,1626.3043,0.15941483,1067.9064,0.3287689,-84.793465,-0.9730308,2634.5132,0.11963651,876.9301,0.39616054,-90.50948,-0.8650912,-16.884163,-0.5053308,28.698982,0.3439055,0.107825905,0.24729548,-0.026335116,-0.57903403,0.052832734,0.80366313,45.655304,0.21821658,-4.3980474,-3.5602646,8.613803,1.9945261,-7.6778827,-1.727214,-9.358127,18.21213,0.0852243,-0.010297699,0.025209995,3.3264613,2.1477664,0.19195999,0.15459421,0.104890004,0.098588,-41.039665,6.0,456
0 days,0 days 00:07:40.430521542,22.362896,0.15014872,20.40197,21.7843,23.905476,3.5035057,175.36647,385.44473,107.90172,237.78763,0.11440796,0.81260926,0.03879948,0.08840243,0.18273434,0.14393486,1.7724919,1.3456615,1.3160784,1.0500553,0.028163986,1.1883845,35.562405,0.45421168,-5.3054886,-2.2810462,9.718777,1.382668,-3.7023,-3.9152656,0.022941243,1.8501271,1.1506017,0.9955997,3.391735,1.0024796,1.7233286,2.9219806,27.08952,0.33161372,492.25607,0.38819277,1297.6193,0.15878281,-94.334206,-1.0542151,1446.2633,0.17561197,1013.23663,0.26677385,-100.445915,-0.9251095,2448.9822,0.12626146,919.679,0.3540464,-105.52738,-0.83488244,-16.37997,-0.4024244,28.20154,0.26565966,0.09827337,0.26480427,-0.02324102,-0.66024816,0.039834294,0.94992596,46.426674,0.17679136,-4.928702,-2.3735454,9.957246,1.482605,-5.125147,-3.183969,-8.019105,16.529415,0.0760542,-0.0047026533,0.016319048,1.7045084,2.1771789,0.20499,0.18538995,0.18013,0.34434053,-43.41874,3.0,457
0 days,0 days 00:09:07.654739229,33.056896,0.14754705,30.059698,32.516136,36.64591,6.5862103,227.38715,332.49738,96.33775,242.90881,0.23208071,0.69883627,0.08152108,0.1989432,0.36771345,0.28619236,2.6794798,2.2135956,1.9752762,1.7685095,0.05135041,1.2293756,39.27172,0.38089445,-11.357768,-1.367876,5.2348003,3.483954,-13.97872,-0.9546325,0.02037925,2.739205,0.74431425,1.2574612,9.168191,0.5097323,4.622025,1.8213221,27.375496,0.40491948,635.58026,0.29725856,1409.7961,0.16190201,-55.6873,-1.5516102,1606.4247,0.16098584,1005.13184,0.35845172,-61.41496,-1.2857094,2679.676,0.11134353,811.51416,0.41896778,-69.02304,-1.0809367,-14.635753,-0.49598703,27.717072,0.34010682,0.131809,0.18856086,-0.026649151,-0.5931261,0.059830703,1.0768083,45.22534,0.18739718,-12.494265,-1.2924994,3.6258125,5.348887,-14.93899,-0.9401351,-6.9073133,15.623704,0.101128176,-0.012852652,0.026611406,1.804539,1.8303622,0.36777,0.33320072,0.12879638,0.12154453,-37.03516,5.0,458
0 days,0 days 00:05:50.415238095,22.420177,0.17123099,20.706116,21.521866,22.69396,1.9878445,173.2882,254.37175,114.486145,295.51657,0.09101694,0.6276215,0.040934186,0.08043157,0.13455085,0.093616664,1.2490083,0.7432694,0.97856486,0.6607584,0.014923288,0.88348985,32.37474,0.4579383,-14.122865,-0.8202493,11.533168,1.4938596,-3.8378768,-4.1943216,0.028140951,2.5247843,1.2030702,0.9660571,2.720388,1.1590313,1.4583559,3.3114603,17.922506,0.44628474,518.4679,0.47529697,1267.971,0.16806889,-104.92862,-0.9334893,1488.4489,0.18234317,972.67334,0.27859536,-106.74396,-0.887734,2465.6624,0.119364515,883.5771,0.28750277,-110.397026,-0.823907,-9.554741,-0.5861082,21.589838,0.333874,0.09850975,0.22378807,-0.012066851,-1.1239202,0.020493397,0.70864177,41.575108,0.18894652,-18.566576,-0.59606737,11.484233,1.756407,-4.20331,-3.7852304,-5.7136216,14.008595,0.09096028,-0.003968439,0.01001772,3.0691342,2.7749171,0.15919587,0.13063669,0.18093458,0.21604976,-50.851864,16.0,459
0 days,0 days 00:05:49.675238095,26.338287,0.11305768,24.64173,25.984983,27.800505,3.1587753,189.6015,467.60495,57.14652,118.73696,0.15496384,0.7052736,0.052267257,0.1303462,0.25498584,0.20271859,2.2626147,1.3417727,1.720177,1.0772957,0.03293896,0.99092686,38.307175,0.3960618,-9.726049,-1.3477689,12.139343,1.364116,-7.055285,-1.8519012,0.017004544,2.604946,0.9208459,1.1340588,6.009736,0.5963583,1.8768483,2.8018389,24.004395,0.34488586,498.54684,0.30225337,1344.7003,0.14048304,-68.32819,-1.3594744,1500.1552,0.14597556,1014.9624,0.31353897,-76.43471,-1.1313063,2489.546,0.09265433,952.70856,0.40079376,-82.03,-1.0054101,-13.740283,-0.45240206,25.037823,0.29822853,0.10188184,0.23245019,-0.024145436,-0.55765724,0.040387243,0.8234014,46.094494,0.18626682,-11.3389,-1.1369847,13.101375,1.3841081,-7.4692745,-1.8385154,-7.718792,16.790216,0.083874054,-0.009658655,0.018589638,3.0527132,2.3107135,0.27362284,0.20788853,0.14192602,0.13187031,-42.52404,0.0,463
0 days,0 days 00:08:32.880317460,22.223825,0.10674665,20.562096,21.892223,23.552069,2.989973,167.5066,293.62622,54.759876,181.71721,0.16507125,0.75923955,0.051910773,0.13122717,0.2751485,0.22323774,2.8662798,1.5849192,2.395647,1.546775,0.040132113,0.92557025,36.26188,0.40462613,-10.645453,-1.229187,17.307804,0.8373966,-5.318276,-2.8600085,0.01969541,1.6813118,1.2803144,0.8847812,3.3238015,0.899845,2.1701233,3.1800742,23.281952,0.36333877,494.5915,0.41873437,1303.7946,0.17166087,-70.694664,-1.3402307,1477.8278,0.17275079,981.27405,0.2904171,-77.07171,-1.1589265,2473.617,0.10105298,895.2087,0.3327444,-81.32162,-1.058436,-13.326545,-0.5135562,23.637514,0.33512905,0.09339777,0.27985805,-0.01999595,-0.6858635,0.052315984,0.72499156,43.94649,0.20602006,-13.027005,-1.0193172,19.17582,0.8148954,-6.0803084,-2.665176,-7.3181734,15.883463,0.07780147,-0.004062944,0.018966686,3.7130406,1.9545375,0.20596999,0.14567795,0.1185,0.0955654,-41.174786,0.0,464
0 days,0 days 00:08:04.150068027,24.507818,0.11458747,22.89319,24.255585,26.059877,3.166687,168.9429,348.17133,71.51107,194.312,0.15161178,0.63012433,0.06834096,0.13607901,0.22490403,0.15656307,1.8681059,1.1844083,1.5960549,1.1951786,0.03887047,0.9652836,37.46527,0.39014533,-8.318214,-1.4652785,13.674703,1.1322651,-8.460573,-1.8424065,0.018929332,2.0798922,1.0523808,0.8535993,4.7505774,0.7300589,2.0377648,2.8315501,26.844423,0.30313057,474.82697,0.3104389,1328.2704,0.1484513,-70.05555,-1.3458018,1466.9325,0.1431595,1044.4108,0.27789894,-79.231865,-1.0985745,2468.6377,0.09759417,1002.2082,0.39053878,-84.90853,-0.97406745,-16.219862,-0.40381622,27.594522,0.27684617,0.09936095,0.2535654,-0.025674054,-0.5664734,0.048535798,0.8291507,45.313946,0.17705938,-6.341882,-1.8222495,14.253707,1.149579,-8.53909,-1.8518296,-5.410732,13.878465,0.07836821,-0.004714175,0.021420032,2.6519544,2.0704792,0.24746999,0.21356481,0.13705,0.16020222,-41.28661,4.0,468
0 days,0 days 00:09:51.390476190,23.118742,0.19113813,20.347532,22.357586,25.118713,4.771181,279.94836,524.8161,75.14759,141.12317,0.13103105,0.70567554,0.04877492,0.111110166,0.2034653,0.15469038,1.823602,1.1468611,1.5162172,1.1131418,0.026354458,0.9102117,36.796276,0.4105563,-10.816264,-1.2026005,13.016813,1.416539,-6.2616305,-2.5993352,0.026531592,2.3224003,1.1440439,0.9989555,3.4441507,1.0360782,4.2796626,1.5670302,21.61165,0.41132498,506.73984,0.43491557,1287.9489,0.16341539,-76.32352,-1.2588718,1491.2812,0.19183989,960.0197,0.28327498,-80.644035,-1.1305335,2502.524,0.12717988,899.00415,0.35675755,-85.35597,-1.0234076,-12.329561,-0.5606094,23.190838,0.35340926,0.09643251,0.24833198,-0.02066865,-0.7649542,0.03344584,0.75317883,44.411922,0.19673656,-12.997454,-0.9645917,13.548372,1.4705167,-5.9564605,-2.7920132,-7.2141027,16.056469,0.08910069,-0.008026736,0.015010773,3.0675888,1.6949728,0.23955,0.21631433,0.15145001,0.1395816,-44.597668,0.0,471
0 days,0 days 00:06:31.267936508,34.76877,0.16088082,32.18812,34.96087,38.30547,6.1173477,284.4212,456.94708,138.58475,369.15585,0.13870002,0.75829893,0.047904793,0.112422734,0.21833579,0.170431,2.1380668,1.4934756,1.4226645,0.9752681,0.02929104,1.05362,34.58792,0.47313675,-9.142346,-1.5700344,5.512593,2.961626,-13.137492,-1.0266758,0.025427634,2.2764983,0.92611855,1.2161325,9.380166,0.5654572,2.5972123,3.913687,24.96671,0.45701388,689.09216,0.2648447,1344.4149,0.18163456,-85.72241,-1.0681022,1682.771,0.1677608,993.3709,0.35206628,-89.495804,-0.938263,2715.9128,0.111780286,842.6411,0.4094958,-94.92519,-0.83980435,-16.149858,-0.5289071,27.08077,0.37095764,0.12167977,0.22851735,-0.024525238,-0.60410553,0.036597576,0.9002509,43.052124,0.23527218,-9.446044,-1.5729439,3.5308204,4.970815,-14.503977,-0.99236274,-6.7179136,14.977523,0.10026897,-0.00925026,0.017399304,2.5463023,2.4877026,0.2376416,0.20879245,0.14566316,0.2030999,-42.271484,3.0,472
0 days,0 days 00:01:34.235056689,29.043606,0.13675484,28.181152,29.573065,31.442366,3.2612133,273.31528,320.52258,151.0077,294.65176,0.166333,0.78997475,0.047425404,0.13395293,0.27327573,0.22585033,3.0169873,1.6300511,2.5421069,1.7142977,0.042528912,0.9537183,35.909004,0.36503068,-10.690745,-1.3847919,12.352596,1.3351694,-12.054999,-1.2125821,0.032369547,2.437011,1.1825442,0.96859145,5.336017,0.856407,3.9769478,1.8650028,23.092363,0.49687448,624.2244,0.27554843,1401.0161,0.16249846,-76.78399,-1.2084732,1620.687,0.15342872,1122.9015,0.46177393,-82.486946,-1.0534936,2601.4827,0.13053879,858.11554,0.5223403,-86.52733,-0.9691986,-12.653329,-0.5419021,22.885551,0.4149418,0.1192366,0.19837888,-0.021974314,-0.6189822,0.05302533,0.77561015,41.52526,0.20493442,-13.564836,-1.1141602,13.996304,1.2975311,-15.574617,-0.9938986,-9.552439,18.785904,0.09038988,-0.010762851,0.02511663,3.818743,3.1502767,0.18719594,0.15625226,0.11114187,0.119834386,-41.993786,0.0,473
0 days,0 days 00:07:39.585306122,24.502552,0.16353492,22.541903,23.78091,25.942833,3.4009304,229.21751,438.29056,104.5439,237.04813,0.21897402,0.7702137,0.074160464,0.17742755,0.3476453,0.27348486,3.5407584,2.399774,2.8124847,2.1036503,0.063437514,1.0376332,36.54262,0.42750385,-10.867,-1.2052705,13.66608,1.2381728,-12.832621,-1.410029,0.023955887,2.0800166,1.1937878,0.9035138,3.9584599,0.9016955,1.2111737,5.2551823,22.654232,0.4323342,511.12418,0.43131876,1251.8618,0.18960227,-64.69152,-1.4538817,1487.351,0.17894073,964.1503,0.31574613,-71.03626,-1.2393044,2507.9053,0.11513544,869.7662,0.4100511,-76.041504,-1.1098597,-13.523594,-0.5453663,25.158083,0.35011393,0.10917887,0.2159822,-0.02099745,-0.7490133,0.07960871,0.8662741,43.103767,0.22561915,-11.808485,-1.117005,15.044876,1.2164648,-15.413333,-1.2433844,-6.5243587,15.672299,0.09304856,-0.005616941,0.032250866,2.8111575,2.1811678,0.24950999,0.21030705,0.12911,0.21290399,-37.023922,4.0,474
0 days,0 days 00:03:24.060272109,24.339752,0.15474065,22.579014,24.026442,25.73041,3.1513958,201.22395,317.20367,114.08364,382.08282,0.13230145,0.72437227,0.04284738,0.11255628,0.21571568,0.1728683,2.1540694,1.1960269,1.7424349,1.1974231,0.028739007,0.8994012,35.448437,0.47840193,-12.331762,-0.9780435,8.770253,1.7064828,-8.06908,-1.7797476,0.025295366,1.8212304,1.191032,0.947093,3.6373687,0.9886647,1.1639891,3.4668179,22.367535,0.4121696,488.38718,0.40263745,1358.1062,0.18020584,-88.87084,-1.1099945,1444.889,0.16304563,1067.103,0.26280457,-93.25909,-1.0014633,2411.9922,0.11835776,942.09625,0.35234568,-98.00655,-0.90960926,-11.28028,-0.57443243,23.632318,0.34056354,0.11116597,0.19077803,-0.018793762,-0.7195245,0.038540933,0.66694033,45.46439,0.20711768,-15.572523,-0.74772745,8.797828,1.8501669,-8.881638,-1.6631091,-5.724218,14.817338,0.09375104,-0.0061388607,0.016900936,3.1781118,2.7907434,0.18572183,0.14667504,0.15354204,0.19014427,-44.991493,6.0,475
0 days,0 days 00:03:15.555328798,24.80986,0.18528955,22.248524,23.933975,26.285652,4.0371284,244.87065,574.52545,74.13133,125.76621,0.07305482,0.7185839,0.02924306,0.059613243,0.11016768,0.08092462,1.2096283,0.7774231,0.89512706,0.6627627,0.013338201,1.0463427,32.74269,0.50408363,-4.6880174,-2.695414,9.217131,1.4873978,-3.3958948,-4.1171274,0.01913747,1.4609233,1.2168616,0.9607145,4.632545,0.7624773,0.95946896,6.3787913,24.475283,0.35933575,473.64044,0.36465067,1351.2336,0.16339913,-116.577614,-0.83257985,1460.0099,0.15154691,1009.996,0.28278467,-121.27612,-0.7471783,2505.3137,0.09715704,927.8447,0.42321607,-125.575516,-0.681324,-14.049696,-0.49038124,26.731071,0.3070984,0.114542596,0.17749535,-0.01974845,-0.67417824,0.020835493,0.7792188,44.11733,0.21427229,-7.4391823,-1.6323348,7.5606036,2.1132169,-3.9483445,-3.6832757,-9.062812,17.682209,0.09259264,-0.008725871,0.008177632,3.2239878,2.8197896,0.13407272,0.117671974,0.19638488,0.27268586,-50.9746,3.0,476
0 days,0 days 00:12:42.774648526,31.994308,0.1485249,30.381445,31.983147,34.559135,4.1776905,269.29977,352.81934,99.77087,181.33333,0.14974222,0.88763857,0.043979384,0.109713264,0.23962453,0.19564515,3.0870337,2.0766344,2.257409,1.7493137,0.03710409,1.2262778,33.68682,0.4706693,-14.200287,-1.0998477,6.0741262,2.74115,-10.714825,-1.3108952,0.028832871,2.2437184,1.1870252,1.0077559,6.4604673,0.7983178,1.6738397,4.8487887,20.377062,0.536348,613.12915,0.29900718,1448.3829,0.17051394,-88.73477,-1.0701978,1588.9146,0.1501636,1087.3192,0.3440497,-90.91577,-0.9833411,2580.4375,0.11373395,896.4346,0.41179132,-95.55016,-0.8944111,-10.753181,-0.6738353,21.861612,0.40773186,0.12826273,0.17284216,-0.02087272,-0.7255744,0.051189646,1.0103642,41.773994,0.23430005,-18.722794,-0.8372258,4.9021573,3.7929814,-12.859896,-1.1539952,-7.376704,15.790835,0.106480755,-0.0103774145,0.01861217,2.9775438,1.3141123,0.18346,0.14823367,0.13034,0.14767967,-42.466515,2.0,477
0 days,0 days 00:06:43.347120181,35.265045,0.11679905,32.791443,34.70494,38.027485,5.236042,237.29625,410.28943,82.74351,169.80263,0.19040388,0.8787187,0.051464032,0.13929927,0.3117995,0.26033548,3.3801022,2.288145,2.4818692,1.826163,0.045595165,1.2600186,29.351213,0.4144271,-22.572412,-0.7943307,8.439865,1.961239,-19.63084,-0.89251137,0.026338968,2.0629168,1.1782942,0.9784291,6.924323,0.7524134,2.0929728,4.0738697,12.790093,0.86553997,562.1035,0.39222017,1404.1251,0.17649038,-88.8743,-1.0737144,1552.1984,0.14753644,1230.7186,0.33288458,-80.85668,-1.1046599,2415.0269,0.15752769,946.85425,0.4485397,-82.943306,-1.0578697,-7.1780334,-0.95287013,17.350695,0.48115492,0.1336141,0.18137363,-0.015350794,-1.1248153,0.06327977,1.0183557,33.985588,0.24179842,-29.425257,-0.5768983,7.9022083,2.3360538,-24.906923,-0.70846987,-7.081736,14.955272,0.11206249,-0.009540317,0.017937277,2.6564288,2.4853365,0.21813999,0.18781833,0.13418,0.26031065,-41.1719,1.0,478
0 days,0 days 00:03:50.104263039,21.650303,0.11986301,20.37046,21.315083,22.470177,2.0997162,135.76389,221.78642,72.685234,135.79341,0.07244145,0.68565744,0.026745608,0.061204683,0.114107855,0.087362245,1.20256,0.72737026,0.8637598,0.58619285,0.016312782,0.94795907,35.36216,0.403916,-4.406857,-2.4199927,5.107328,2.58456,-4.486392,-3.0091808,0.02660085,1.5215645,1.3210745,0.885944,2.3242605,1.5641208,0.6833567,10.640687,22.234703,0.34936976,433.98175,0.34446672,1286.8556,0.12862498,-121.016426,-0.78496623,1365.3021,0.16049448,1006.86743,0.21001723,-125.096924,-0.7169068,2349.8882,0.113007925,882.2078,0.34570605,-129.43625,-0.65224856,-14.311474,-0.36465973,26.440393,0.24011697,0.098293394,0.20680481,-0.026350241,-0.5220398,0.022720754,0.63201493,45.80827,0.15292835,-6.5949373,-1.5429806,2.5340922,6.024266,-7.6454515,-1.9752281,-10.40706,19.34853,0.085341476,-0.012509952,0.012223997,3.362809,2.7536926,0.12946202,0.11042228,0.2019727,0.20126827,-51.42011,7.0,479
